filename,label
dataset_asv\real_speech\LA_T_1543826.flac,real
dataset_asv\real_speech\LA_T_1544986.flac,real
dataset_asv\real_speech\LA_T_1555189.flac,real
dataset_asv\real_speech\LA_T_1559861.flac,real
dataset_asv\real_speech\LA_T_1561078.flac,real
dataset_asv\real_speech\LA_T_1561484.flac,real
dataset_asv\real_speech\LA_T_1562164.flac,real
dataset_asv\real_speech\LA_T_1563149.flac,real
dataset_asv\real_speech\LA_T_1563365.flac,real
dataset_asv\real_speech\LA_T_1567067.flac,real
dataset_asv\real_speech\LA_T_1569381.flac,real
dataset_asv\real_speech\LA_T_1569477.flac,real
dataset_asv\real_speech\LA_T_1569908.flac,real
dataset_asv\real_speech\LA_T_1573354.flac,real
dataset_asv\real_speech\LA_T_1581753.flac,real
dataset_asv\real_speech\LA_T_1584182.flac,real
dataset_asv\real_speech\LA_T_1585521.flac,real
dataset_asv\real_speech\LA_T_1589744.flac,real
dataset_asv\real_speech\LA_T_1590181.flac,real
dataset_asv\real_speech\LA_T_1590800.flac,real
dataset_asv\real_speech\LA_T_1591810.flac,real
dataset_asv\real_speech\LA_T_1592972.flac,real
dataset_asv\real_speech\LA_T_1596451.flac,real
dataset_asv\real_speech\LA_T_1599278.flac,real
dataset_asv\real_speech\LA_T_1607779.flac,real
dataset_asv\real_speech\LA_T_1608170.flac,real
dataset_asv\real_speech\LA_T_1611587.flac,real
dataset_asv\real_speech\LA_T_1617431.flac,real
dataset_asv\real_speech\LA_T_1618831.flac,real
dataset_asv\real_speech\LA_T_1620551.flac,real
dataset_asv\real_speech\LA_T_1622807.flac,real
dataset_asv\real_speech\LA_T_1623473.flac,real
dataset_asv\real_speech\LA_T_1625761.flac,real
dataset_asv\real_speech\LA_T_1630368.flac,real
dataset_asv\real_speech\LA_T_1636151.flac,real
dataset_asv\real_speech\LA_T_1636563.flac,real
dataset_asv\real_speech\LA_T_1639691.flac,real
dataset_asv\real_speech\LA_T_1644078.flac,real
dataset_asv\real_speech\LA_T_1646336.flac,real
dataset_asv\real_speech\LA_T_1646363.flac,real
dataset_asv\real_speech\LA_T_1646676.flac,real
dataset_asv\real_speech\LA_T_1651877.flac,real
dataset_asv\real_speech\LA_T_1654106.flac,real
dataset_asv\real_speech\LA_T_1661773.flac,real
dataset_asv\real_speech\LA_T_1662243.flac,real
dataset_asv\real_speech\LA_T_1662467.flac,real
dataset_asv\real_speech\LA_T_1662696.flac,real
dataset_asv\real_speech\LA_T_1667973.flac,real
dataset_asv\real_speech\LA_T_1669827.flac,real
dataset_asv\real_speech\LA_T_1670486.flac,real
dataset_asv\real_speech\LA_T_1671516.flac,real
dataset_asv\real_speech\LA_T_1675536.flac,real
dataset_asv\real_speech\LA_T_1678844.flac,real
dataset_asv\real_speech\LA_T_1683467.flac,real
dataset_asv\real_speech\LA_T_1684951.flac,real
dataset_asv\real_speech\LA_T_1691318.flac,real
dataset_asv\real_speech\LA_T_1691949.flac,real
dataset_asv\real_speech\LA_T_1698724.flac,real
dataset_asv\real_speech\LA_T_1699801.flac,real
dataset_asv\real_speech\LA_T_1702062.flac,real
dataset_asv\real_speech\LA_T_1703395.flac,real
dataset_asv\real_speech\LA_T_1716742.flac,real
dataset_asv\real_speech\LA_T_1717556.flac,real
dataset_asv\real_speech\LA_T_1718553.flac,real
dataset_asv\real_speech\LA_T_1721632.flac,real
dataset_asv\real_speech\LA_T_1725860.flac,real
dataset_asv\real_speech\LA_T_1731260.flac,real
dataset_asv\real_speech\LA_T_1732162.flac,real
dataset_asv\real_speech\LA_T_1735385.flac,real
dataset_asv\real_speech\LA_T_1736342.flac,real
dataset_asv\real_speech\LA_T_1738816.flac,real
dataset_asv\real_speech\LA_T_1740931.flac,real
dataset_asv\real_speech\LA_T_1743583.flac,real
dataset_asv\real_speech\LA_T_1744427.flac,real
dataset_asv\real_speech\LA_T_1745063.flac,real
dataset_asv\real_speech\LA_T_1745690.flac,real
dataset_asv\real_speech\LA_T_1745865.flac,real
dataset_asv\real_speech\LA_T_1745993.flac,real
dataset_asv\real_speech\LA_T_1746987.flac,real
dataset_asv\real_speech\LA_T_1749681.flac,real
dataset_asv\real_speech\LA_T_1756992.flac,real
dataset_asv\real_speech\LA_T_1763423.flac,real
dataset_asv\real_speech\LA_T_1770624.flac,real
dataset_asv\real_speech\LA_T_1771704.flac,real
dataset_asv\real_speech\LA_T_1773196.flac,real
dataset_asv\real_speech\LA_T_1779188.flac,real
dataset_asv\real_speech\LA_T_1783185.flac,real
dataset_asv\real_speech\LA_T_1784012.flac,real
dataset_asv\real_speech\LA_T_1785278.flac,real
dataset_asv\real_speech\LA_T_1786825.flac,real
dataset_asv\real_speech\LA_T_1787169.flac,real
dataset_asv\real_speech\LA_T_1787246.flac,real
dataset_asv\real_speech\LA_T_1787294.flac,real
dataset_asv\real_speech\LA_T_1792767.flac,real
dataset_asv\real_speech\LA_T_1793666.flac,real
dataset_asv\real_speech\LA_T_1794966.flac,real
dataset_asv\real_speech\LA_T_1795259.flac,real
dataset_asv\real_speech\LA_T_1797843.flac,real
dataset_asv\real_speech\LA_T_1799958.flac,real
dataset_asv\real_speech\LA_T_1807180.flac,real
dataset_asv\real_speech\LA_T_1810647.flac,real
dataset_asv\real_speech\LA_T_1814008.flac,real
dataset_asv\real_speech\LA_T_1820050.flac,real
dataset_asv\real_speech\LA_T_1820456.flac,real
dataset_asv\real_speech\LA_T_1821843.flac,real
dataset_asv\real_speech\LA_T_1829959.flac,real
dataset_asv\real_speech\LA_T_1830509.flac,real
dataset_asv\real_speech\LA_T_1831818.flac,real
dataset_asv\real_speech\LA_T_1832323.flac,real
dataset_asv\real_speech\LA_T_1836557.flac,real
dataset_asv\real_speech\LA_T_1839678.flac,real
dataset_asv\real_speech\LA_T_1840394.flac,real
dataset_asv\real_speech\LA_T_1843642.flac,real
dataset_asv\real_speech\LA_T_1845257.flac,real
dataset_asv\real_speech\LA_T_1846342.flac,real
dataset_asv\real_speech\LA_T_1853533.flac,real
dataset_asv\real_speech\LA_T_1856855.flac,real
dataset_asv\real_speech\LA_T_1859956.flac,real
dataset_asv\real_speech\LA_T_1861398.flac,real
dataset_asv\real_speech\LA_T_1864383.flac,real
dataset_asv\real_speech\LA_T_1869165.flac,real
dataset_asv\real_speech\LA_T_1869525.flac,real
dataset_asv\real_speech\LA_T_1870524.flac,real
dataset_asv\real_speech\LA_T_1870772.flac,real
dataset_asv\real_speech\LA_T_1873366.flac,real
dataset_asv\real_speech\LA_T_1874118.flac,real
dataset_asv\real_speech\LA_T_1878391.flac,real
dataset_asv\real_speech\LA_T_1882969.flac,real
dataset_asv\real_speech\LA_T_1888223.flac,real
dataset_asv\real_speech\LA_T_1892730.flac,real
dataset_asv\real_speech\LA_T_1895676.flac,real
dataset_asv\real_speech\LA_T_1896623.flac,real
dataset_asv\real_speech\LA_T_1897758.flac,real
dataset_asv\real_speech\LA_T_1897788.flac,real
dataset_asv\real_speech\LA_T_1905558.flac,real
dataset_asv\real_speech\LA_T_1908512.flac,real
dataset_asv\real_speech\LA_T_1909202.flac,real
dataset_asv\real_speech\LA_T_1914243.flac,real
dataset_asv\real_speech\LA_T_1922746.flac,real
dataset_asv\real_speech\LA_T_1923872.flac,real
dataset_asv\real_speech\LA_T_1926066.flac,real
dataset_asv\real_speech\LA_T_1931571.flac,real
dataset_asv\real_speech\LA_T_1933336.flac,real
dataset_asv\real_speech\LA_T_1933449.flac,real
dataset_asv\real_speech\LA_T_1934754.flac,real
dataset_asv\real_speech\LA_T_1937797.flac,real
dataset_asv\real_speech\LA_T_1939177.flac,real
dataset_asv\real_speech\LA_T_1940419.flac,real
dataset_asv\real_speech\LA_T_1946144.flac,real
dataset_asv\real_speech\LA_T_1947138.flac,real
dataset_asv\real_speech\LA_T_1948575.flac,real
dataset_asv\real_speech\LA_T_1955947.flac,real
dataset_asv\real_speech\LA_T_1963829.flac,real
dataset_asv\real_speech\LA_T_1970201.flac,real
dataset_asv\real_speech\LA_T_1979527.flac,real
dataset_asv\real_speech\LA_T_1986901.flac,real
dataset_asv\real_speech\LA_T_1991708.flac,real
dataset_asv\real_speech\LA_T_2003699.flac,real
dataset_asv\real_speech\LA_T_2007838.flac,real
dataset_asv\real_speech\LA_T_2009235.flac,real
dataset_asv\real_speech\LA_T_2012289.flac,real
dataset_asv\real_speech\LA_T_2019805.flac,real
dataset_asv\real_speech\LA_T_2023579.flac,real
dataset_asv\real_speech\LA_T_2026553.flac,real
dataset_asv\real_speech\LA_T_2030494.flac,real
dataset_asv\real_speech\LA_T_2031287.flac,real
dataset_asv\real_speech\LA_T_2032733.flac,real
dataset_asv\real_speech\LA_T_2033687.flac,real
dataset_asv\real_speech\LA_T_2034214.flac,real
dataset_asv\real_speech\LA_T_2043279.flac,real
dataset_asv\real_speech\LA_T_2054424.flac,real
dataset_asv\real_speech\LA_T_2065195.flac,real
dataset_asv\real_speech\LA_T_2066209.flac,real
dataset_asv\real_speech\LA_T_2069626.flac,real
dataset_asv\real_speech\LA_T_2070410.flac,real
dataset_asv\real_speech\LA_T_2079451.flac,real
dataset_asv\real_speech\LA_T_2084171.flac,real
dataset_asv\real_speech\LA_T_2085766.flac,real
dataset_asv\real_speech\LA_T_2089894.flac,real
dataset_asv\real_speech\LA_T_2091969.flac,real
dataset_asv\real_speech\LA_T_2092466.flac,real
dataset_asv\real_speech\LA_T_2100932.flac,real
dataset_asv\real_speech\LA_T_2101210.flac,real
dataset_asv\real_speech\LA_T_2109303.flac,real
dataset_asv\real_speech\LA_T_2109491.flac,real
dataset_asv\real_speech\LA_T_2112754.flac,real
dataset_asv\real_speech\LA_T_2113561.flac,real
dataset_asv\real_speech\LA_T_2117022.flac,real
dataset_asv\real_speech\LA_T_2118892.flac,real
dataset_asv\real_speech\LA_T_2123226.flac,real
dataset_asv\real_speech\LA_T_2123366.flac,real
dataset_asv\real_speech\LA_T_2127844.flac,real
dataset_asv\real_speech\LA_T_2129069.flac,real
dataset_asv\real_speech\LA_T_2130583.flac,real
dataset_asv\real_speech\LA_T_2136477.flac,real
dataset_asv\real_speech\LA_T_2139401.flac,real
dataset_asv\real_speech\LA_T_2144764.flac,real
dataset_asv\real_speech\LA_T_2145141.flac,real
dataset_asv\real_speech\LA_T_2147294.flac,real
dataset_asv\real_speech\LA_T_2147641.flac,real
dataset_asv\real_speech\LA_T_2158689.flac,real
dataset_asv\real_speech\LA_T_2167549.flac,real
dataset_asv\real_speech\LA_T_2170687.flac,real
dataset_asv\real_speech\LA_T_2175978.flac,real
dataset_asv\real_speech\LA_T_2176518.flac,real
dataset_asv\real_speech\LA_T_2189044.flac,real
dataset_asv\real_speech\LA_T_2189446.flac,real
dataset_asv\real_speech\LA_T_2192287.flac,real
dataset_asv\real_speech\LA_T_2193666.flac,real
dataset_asv\real_speech\LA_T_2193944.flac,real
dataset_asv\real_speech\LA_T_2195795.flac,real
dataset_asv\real_speech\LA_T_2201500.flac,real
dataset_asv\real_speech\LA_T_2202252.flac,real
dataset_asv\real_speech\LA_T_2202862.flac,real
dataset_asv\real_speech\LA_T_2205687.flac,real
dataset_asv\real_speech\LA_T_2207320.flac,real
dataset_asv\real_speech\LA_T_2207566.flac,real
dataset_asv\real_speech\LA_T_2216602.flac,real
dataset_asv\real_speech\LA_T_2217523.flac,real
dataset_asv\real_speech\LA_T_2220901.flac,real
dataset_asv\real_speech\LA_T_2224597.flac,real
dataset_asv\real_speech\LA_T_2226656.flac,real
dataset_asv\real_speech\LA_T_2239255.flac,real
dataset_asv\real_speech\LA_T_2245366.flac,real
dataset_asv\real_speech\LA_T_2253051.flac,real
dataset_asv\real_speech\LA_T_2256140.flac,real
dataset_asv\real_speech\LA_T_2257126.flac,real
dataset_asv\real_speech\LA_T_2267510.flac,real
dataset_asv\real_speech\LA_T_2269650.flac,real
dataset_asv\real_speech\LA_T_2272655.flac,real
dataset_asv\real_speech\LA_T_2280500.flac,real
dataset_asv\real_speech\LA_T_2281446.flac,real
dataset_asv\real_speech\LA_T_2284275.flac,real
dataset_asv\real_speech\LA_T_2297014.flac,real
dataset_asv\real_speech\LA_T_2299372.flac,real
dataset_asv\real_speech\LA_T_2304357.flac,real
dataset_asv\real_speech\LA_T_2305882.flac,real
dataset_asv\real_speech\LA_T_2307815.flac,real
dataset_asv\real_speech\LA_T_2319006.flac,real
dataset_asv\real_speech\LA_T_2324368.flac,real
dataset_asv\real_speech\LA_T_2335057.flac,real
dataset_asv\real_speech\LA_T_2343426.flac,real
dataset_asv\real_speech\LA_T_2345808.flac,real
dataset_asv\real_speech\LA_T_2347217.flac,real
dataset_asv\real_speech\LA_T_2351250.flac,real
dataset_asv\real_speech\LA_T_2354787.flac,real
dataset_asv\real_speech\LA_T_2356349.flac,real
dataset_asv\real_speech\LA_T_2361518.flac,real
dataset_asv\real_speech\LA_T_2361751.flac,real
dataset_asv\real_speech\LA_T_2363469.flac,real
dataset_asv\real_speech\LA_T_2366817.flac,real
dataset_asv\real_speech\LA_T_2371044.flac,real
dataset_asv\real_speech\LA_T_2373806.flac,real
dataset_asv\real_speech\LA_T_2376874.flac,real
dataset_asv\real_speech\LA_T_2386039.flac,real
dataset_asv\real_speech\LA_T_2388783.flac,real
dataset_asv\real_speech\LA_T_2394703.flac,real
dataset_asv\real_speech\LA_T_2396357.flac,real
dataset_asv\real_speech\LA_T_2397067.flac,real
dataset_asv\real_speech\LA_T_2401614.flac,real
dataset_asv\real_speech\LA_T_2406356.flac,real
dataset_asv\real_speech\LA_T_2407071.flac,real
dataset_asv\real_speech\LA_T_2407353.flac,real
dataset_asv\real_speech\LA_T_2417641.flac,real
dataset_asv\real_speech\LA_T_2419538.flac,real
dataset_asv\real_speech\LA_T_2424483.flac,real
dataset_asv\real_speech\LA_T_2432967.flac,real
dataset_asv\real_speech\LA_T_2435826.flac,real
dataset_asv\real_speech\LA_T_2437964.flac,real
dataset_asv\real_speech\LA_T_2439075.flac,real
dataset_asv\real_speech\LA_T_2441274.flac,real
dataset_asv\real_speech\LA_T_2443046.flac,real
dataset_asv\real_speech\LA_T_2450169.flac,real
dataset_asv\real_speech\LA_T_2454697.flac,real
dataset_asv\real_speech\LA_T_2465871.flac,real
dataset_asv\real_speech\LA_T_2474244.flac,real
dataset_asv\real_speech\LA_T_2476165.flac,real
dataset_asv\real_speech\LA_T_2482961.flac,real
dataset_asv\real_speech\LA_T_2486958.flac,real
dataset_asv\real_speech\LA_T_2489865.flac,real
dataset_asv\real_speech\LA_T_2498754.flac,real
dataset_asv\real_speech\LA_T_2500033.flac,real
dataset_asv\real_speech\LA_T_2502033.flac,real
dataset_asv\real_speech\LA_T_2504535.flac,real
dataset_asv\real_speech\LA_T_2507189.flac,real
dataset_asv\real_speech\LA_T_2507487.flac,real
dataset_asv\real_speech\LA_T_2508565.flac,real
dataset_asv\real_speech\LA_T_2513767.flac,real
dataset_asv\real_speech\LA_T_2520083.flac,real
dataset_asv\real_speech\LA_T_2520647.flac,real
dataset_asv\real_speech\LA_T_2522205.flac,real
dataset_asv\real_speech\LA_T_2528047.flac,real
dataset_asv\real_speech\LA_T_2532093.flac,real
dataset_asv\real_speech\LA_T_2534170.flac,real
dataset_asv\real_speech\LA_T_2534579.flac,real
dataset_asv\real_speech\LA_T_2535749.flac,real
dataset_asv\real_speech\LA_T_2537892.flac,real
dataset_asv\real_speech\LA_T_2542674.flac,real
dataset_asv\real_speech\LA_T_2545476.flac,real
dataset_asv\real_speech\LA_T_2545938.flac,real
dataset_asv\real_speech\LA_T_2547007.flac,real
dataset_asv\real_speech\LA_T_2547751.flac,real
dataset_asv\real_speech\LA_T_2550088.flac,real
dataset_asv\real_speech\LA_T_2555028.flac,real
dataset_asv\real_speech\LA_T_2556562.flac,real
dataset_asv\real_speech\LA_T_2559146.flac,real
dataset_asv\real_speech\LA_T_2560383.flac,real
dataset_asv\real_speech\LA_T_2560396.flac,real
dataset_asv\real_speech\LA_T_2562689.flac,real
dataset_asv\real_speech\LA_T_2564579.flac,real
dataset_asv\real_speech\LA_T_2572311.flac,real
dataset_asv\real_speech\LA_T_2579152.flac,real
dataset_asv\real_speech\LA_T_2579587.flac,real
dataset_asv\real_speech\LA_T_2579591.flac,real
dataset_asv\real_speech\LA_T_2579773.flac,real
dataset_asv\real_speech\LA_T_2580639.flac,real
dataset_asv\real_speech\LA_T_2582808.flac,real
dataset_asv\real_speech\LA_T_2598025.flac,real
dataset_asv\real_speech\LA_T_2598851.flac,real
dataset_asv\real_speech\LA_T_2599380.flac,real
dataset_asv\real_speech\LA_T_2599995.flac,real
dataset_asv\real_speech\LA_T_2601192.flac,real
dataset_asv\real_speech\LA_T_2606704.flac,real
dataset_asv\real_speech\LA_T_2607307.flac,real
dataset_asv\real_speech\LA_T_2610237.flac,real
dataset_asv\real_speech\LA_T_2614843.flac,real
dataset_asv\real_speech\LA_T_2615390.flac,real
dataset_asv\real_speech\LA_T_2616885.flac,real
dataset_asv\real_speech\LA_T_2618051.flac,real
dataset_asv\real_speech\LA_T_2622954.flac,real
dataset_asv\real_speech\LA_T_2623490.flac,real
dataset_asv\real_speech\LA_T_2628833.flac,real
dataset_asv\real_speech\LA_T_2634789.flac,real
dataset_asv\real_speech\LA_T_2642014.flac,real
dataset_asv\real_speech\LA_T_2642748.flac,real
dataset_asv\real_speech\LA_T_2646474.flac,real
dataset_asv\real_speech\LA_T_2653144.flac,real
dataset_asv\real_speech\LA_T_2662915.flac,real
dataset_asv\real_speech\LA_T_2669204.flac,real
dataset_asv\real_speech\LA_T_2675422.flac,real
dataset_asv\real_speech\LA_T_2682425.flac,real
dataset_asv\real_speech\LA_T_2684786.flac,real
dataset_asv\real_speech\LA_T_2698001.flac,real
dataset_asv\real_speech\LA_T_2699884.flac,real
dataset_asv\real_speech\LA_T_2707835.flac,real
dataset_asv\fake_speech\LA_T_1000137.flac,fake
dataset_asv\fake_speech\LA_T_1000648.flac,fake
dataset_asv\fake_speech\LA_T_1000824.flac,fake
dataset_asv\fake_speech\LA_T_1001074.flac,fake
dataset_asv\fake_speech\LA_T_1001114.flac,fake
dataset_asv\fake_speech\LA_T_1001169.flac,fake
dataset_asv\fake_speech\LA_T_1001718.flac,fake
dataset_asv\fake_speech\LA_T_1001871.flac,fake
dataset_asv\fake_speech\LA_T_1002656.flac,fake
dataset_asv\fake_speech\LA_T_1003665.flac,fake
dataset_asv\fake_speech\LA_T_1004407.flac,fake
dataset_asv\fake_speech\LA_T_1004631.flac,fake
dataset_asv\fake_speech\LA_T_1004644.flac,fake
dataset_asv\fake_speech\LA_T_1005349.flac,fake
dataset_asv\fake_speech\LA_T_1006715.flac,fake
dataset_asv\fake_speech\LA_T_1006969.flac,fake
dataset_asv\fake_speech\LA_T_1007217.flac,fake
dataset_asv\fake_speech\LA_T_1007283.flac,fake
dataset_asv\fake_speech\LA_T_1007408.flac,fake
dataset_asv\fake_speech\LA_T_1007615.flac,fake
dataset_asv\fake_speech\LA_T_1007914.flac,fake
dataset_asv\fake_speech\LA_T_1008492.flac,fake
dataset_asv\fake_speech\LA_T_1009193.flac,fake
dataset_asv\fake_speech\LA_T_1010025.flac,fake
dataset_asv\fake_speech\LA_T_1010137.flac,fake
dataset_asv\fake_speech\LA_T_1010799.flac,fake
dataset_asv\fake_speech\LA_T_1010949.flac,fake
dataset_asv\fake_speech\LA_T_1011022.flac,fake
dataset_asv\fake_speech\LA_T_1011920.flac,fake
dataset_asv\fake_speech\LA_T_1012129.flac,fake
dataset_asv\fake_speech\LA_T_1012583.flac,fake
dataset_asv\fake_speech\LA_T_1013068.flac,fake
dataset_asv\fake_speech\LA_T_1013549.flac,fake
dataset_asv\fake_speech\LA_T_1014095.flac,fake
dataset_asv\fake_speech\LA_T_1014341.flac,fake
